,Date,Open,High,Low,Close,Predicted_results,action,Sell_Signal_Profit,Sell_Signal_Return,Cumulative_Profit
0,2021-01-04,968.859985,977.619995,960.52002,977.619995,1,Buy,0.0,0.0,0.0
1,2021-01-05,976.429993,985.76001,965.530029,985.76001,1,Holding,0.0,0.0,0.0
2,2021-01-06,987.25,990.880005,977.369995,981.390015,0,Holding,0.0,0.0,0.0
3,2021-01-07,983.280029,993.909973,982.27002,988.859985,0,sell,13.080016999999998,1.337944913861955,13.080016999999998
4,2021-01-08,990.700012,995.219971,978.119995,987.789978,0,No action,0.0,0.0,13.080016999999998
5,2021-01-11,988.380005,993.200012,953.359985,976.630005,0,No action,0.0,0.0,13.080016999999998
6,2021-01-12,977.140015,982.460022,956.719971,973.719971,0,No action,0.0,0.0,13.080016999999998
7,2021-01-13,974.140015,982.659973,972.099976,979.130005,0,No action,0.0,0.0,13.080016999999998
8,2021-01-14,979.099976,980.289978,973.630005,980.289978,0,No action,0.0,0.0,13.080016999999998
9,2021-01-15,981.719971,982.309998,963.090027,964.440002,0,No action,0.0,0.0,13.080016999999998
10,2021-01-18,963.179993,967.049988,940.109985,944.669983,0,No action,0.0,0.0,13.080016999999998
11,2021-01-19,945.330017,962.140015,936.929993,957.75,1,Buy,0.0,0.0,13.080016999999998
12,2021-01-20,959.52002,978.880005,959.52002,977.659973,1,Holding,0.0,0.0,13.080016999999998
13,2021-01-21,979.820007,984.97998,975.619995,981.400024,0,Holding,0.0,0.0,13.080016999999998
14,2021-01-22,982.200012,984.669983,975.049988,979.97998,1,Holding,0.0,0.0,13.080016999999998
15,2021-01-25,981.049988,999.640015,981.049988,999.299988,1,Holding,0.0,0.0,13.080016999999998
16,2021-01-26,1000.0,1007.52002,989.030029,994.0,1,Holding,0.0,0.0,13.080016999999998
17,2021-01-27,996.419983,1000.75,984.369995,985.919983,1,Holding,0.0,0.0,13.080016999999998
18,2021-01-28,980.700012,980.700012,957.169983,961.22998,0,Holding,0.0,0.0,13.080016999999998
19,2021-01-29,963.580017,970.950012,918.679993,928.72998,0,sell,-29.830016999999998,-3.1145932654659356,-16.75
20,2021-02-01,927.919983,957.26001,918.919983,956.919983,1,Buy,0.0,0.0,-16.75
21,2021-02-02,963.809998,963.809998,963.809998,963.809998,0,Holding,0.0,0.0,-16.75
22,2021-02-03,965.98999,970.849976,958.469971,970.690002,0,sell,14.010009999999966,1.4640733027726902,-2.7399900000000343
23,2021-02-04,970.929993,970.950012,958.049988,964.580017,0,No action,0.0,0.0,-2.7399900000000343
24,2021-02-05,965.609985,970.599976,961.26001,967.419983,0,No action,0.0,0.0,-2.7399900000000343
