,precision,recall,f1-score,support
0,0.44150110375275936,0.6134969325153374,0.5134788189987163,326.0
1,0.5609756097560976,0.3888888888888889,0.4593437945791726,414.0
accuracy,0.48783783783783785,0.48783783783783785,0.48783783783783785,0.48783783783783785
macro avg,0.5012383567544285,0.5011929107021131,0.48641130678894445,740.0
weighted avg,0.5083422463005729,0.48783783783783785,0.4831924674991337,740.0
