,precision,recall,f1-score,support
0,0.4662004662004662,0.6134969325153374,0.5298013245033112,326.0
1,0.594855305466238,0.4468599033816425,0.5103448275862069,414.0
accuracy,0.5202702702702703,0.5202702702702703,0.5202702702702703,0.5202702702702703
macro avg,0.5305278858333521,0.53017841794849,0.520073076044759,740.0
weighted avg,0.5381776330329385,0.5202702702702703,0.5189162032550934,740.0
