,precision,recall,f1-score,support
0,0.42061855670103093,0.5862068965517241,0.489795918367347,348.0
1,0.46863468634686345,0.3112745098039216,0.37407952871870404,408.0
accuracy,0.43783068783068785,0.43783068783068785,0.43783068783068785,0.43783068783068785
macro avg,0.44462662152394716,0.44874070317782283,0.4319377235430255,756.0
weighted avg,0.4465320234940198,0.43783068783068785,0.427345803318873,756.0
