,precision,recall,f1-score,support
0,0.43506493506493504,0.1925287356321839,0.26693227091633465,348.0
1,0.5332225913621262,0.7867647058823529,0.6356435643564357,408.0
accuracy,0.5132275132275133,0.5132275132275133,0.5132275132275133,0.5132275132275133
macro avg,0.48414376321353064,0.4896467207572684,0.45128791763638515,756.0
weighted avg,0.488038908304689,0.5132275132275133,0.46591931816972243,756.0
