,precision,recall,f1-score,support
0,0.4666666666666667,0.46938775510204084,0.46802325581395354,343.0
1,0.5392405063291139,0.5365239294710328,0.537878787878788,397.0
accuracy,0.5054054054054054,0.5054054054054054,0.5054054054054054,0.5054054054054054
macro avg,0.5029535864978902,0.5029558422865368,0.5029510218463707,740.0
weighted avg,0.5056015509180065,0.5054054054054054,0.5054998047730607,740.0
