,True_Label,LSTM_5,LSTM_20,LSTM_60,LSTM_120,VIT_5,VIT_20,VIT_60,VIT_120
0,1,0.6086756,0.5867022,0.5923731,0.5953763,0.21779574,0.13106799,0.103435054,0.08041406
1,1,0.60496104,0.5862159,0.5923644,0.5953611,0.10363466,0.11771738,0.27619192,0.08671381
2,0,0.60241544,0.5878912,0.59233975,0.5953358,0.1240487,0.11025179,0.104975775,0.08656568
3,1,0.60418075,0.5867421,0.5923365,0.59529716,0.09975605,0.79115105,0.10777282,0.0864302
4,1,0.60899127,0.58519125,0.59231675,0.5952828,0.101515554,0.1777812,0.099190876,0.088829495
5,1,0.606178,0.5839344,0.59230965,0.5952815,0.10213986,0.2946743,0.0996131,0.0880054
6,1,0.60346717,0.58412373,0.59227854,0.59526813,0.10345105,0.38484514,0.10176248,0.08906204
7,1,0.59799933,0.58423364,0.59223753,0.5952557,0.11887932,0.13985871,0.10019322,0.08062984
8,1,0.5947616,0.5840615,0.5922315,0.5952404,0.099361144,0.11767408,0.10461892,0.08134142
9,0,0.5974947,0.5825297,0.59221256,0.5952236,0.10814589,0.12126688,0.10203186,0.087636754
10,0,0.60421467,0.58037114,0.5921749,0.59518933,0.3114301,0.14878562,0.101619236,0.08340067
11,1,0.60707486,0.5790848,0.59214884,0.595188,0.1703272,0.7134011,0.100454114,0.07746434
12,1,0.6046688,0.57842124,0.59211,0.5951959,0.12292488,0.120020926,0.097094536,0.08650172
13,1,0.6009279,0.57877165,0.5920839,0.59519637,0.12095891,0.432253,0.1067547,0.07867576
14,0,0.59355223,0.5792035,0.59207934,0.59519076,0.1874288,0.12308091,0.10477082,0.084589586
15,1,0.58072555,0.57739717,0.5920789,0.5951706,0.12493591,0.12622347,0.11498618,0.08470767
16,0,0.57982403,0.5762844,0.59207475,0.59513295,0.10790503,0.12833384,0.10695804,0.084511064
17,0,0.584789,0.5763023,0.5920718,0.59508616,0.11220359,0.1569454,0.10863354,0.08580787
18,1,0.58868265,0.57507616,0.5920761,0.5950504,0.08006265,0.12976085,0.10843382,0.08302565
19,1,0.59001744,0.57228863,0.59208447,0.5950745,0.11892624,0.11525422,0.13039452,0.08031202
20,1,0.58640856,0.57187414,0.5920585,0.59513736,0.11622328,0.18734613,0.10154622,0.08482968
21,1,0.5797416,0.57133114,0.59202504,0.59517807,0.16182433,0.1590467,0.10500386,0.085275106
22,1,0.570224,0.57140875,0.5919948,0.5952025,0.103420466,0.11713902,0.10552191,0.085062444
23,1,0.58162963,0.5746163,0.591992,0.5952479,0.0947411,0.121534646,0.10374432,0.08389442
24,1,0.59438276,0.5740463,0.59203315,0.59554595,0.11900339,0.1259501,0.097310826,0.084614724
25,1,0.5992505,0.57271034,0.59208715,0.5961455,0.35131636,0.13065891,0.1006628,0.08375471
