,True_Label,LSTM_5,LSTM_20,LSTM_60,LSTM_120,VIT_5,VIT_20,VIT_60,VIT_120
0,0,0.547888,0.5569693,0.55678964,0.5583505,0.12266121,0.0952869,0.10057574,0.0883595
1,1,0.54772747,0.5568933,0.556793,0.5583479,0.08416292,0.09596181,0.10363245,0.097413346
2,1,0.5475018,0.5568466,0.5568027,0.5583355,0.12093386,0.08474807,0.10659088,0.07799202
3,0,0.5474187,0.556788,0.5567906,0.55831414,0.13923906,0.083488345,0.1063749,0.08924654
4,1,0.5469454,0.5567123,0.55678505,0.55830395,0.129043,0.07974297,0.10270674,0.09468183
5,1,0.547227,0.5566259,0.5567647,0.55830127,0.10202858,0.08919026,0.10450844,0.082762696
6,1,0.5475019,0.5566102,0.5567801,0.55830306,0.110481694,0.08453804,0.11750225,0.08717183
7,0,0.5477441,0.55661,0.5568018,0.5582905,0.114979066,0.0861898,0.10508912,0.086628996
8,1,0.5479906,0.55664074,0.5568094,0.55827063,0.09255983,0.27271843,0.10188348,0.08506031
9,1,0.54780895,0.5566274,0.55679303,0.55823624,0.11949042,0.084136814,0.10669457,0.08181331
10,0,0.5475374,0.5566665,0.5567857,0.5581932,0.124107875,0.08811597,0.13469657,0.09519343
11,0,0.54764545,0.5567072,0.55679977,0.55819064,0.113376975,0.09440348,0.1065783,0.09475105
12,0,0.548216,0.5567058,0.5568128,0.5581904,0.11761066,0.08884486,0.11083284,0.0902397
13,1,0.5490345,0.5566777,0.5568139,0.5581901,0.12260303,0.09023409,0.4940232,0.0885116
14,1,0.55018395,0.5566603,0.55683154,0.55818737,0.10835938,0.07912544,0.11025111,0.08434666
15,1,0.5514833,0.55660933,0.55685276,0.5581782,0.10755977,0.09449218,0.106794186,0.09086687
16,1,0.5513752,0.5565621,0.55687207,0.55816114,0.10781129,0.085821815,0.116067864,0.08628948
17,0,0.55040526,0.55652535,0.5568688,0.5581465,0.10703167,0.09270357,0.10899599,0.09260274
18,1,0.549977,0.55648077,0.55687994,0.558116,0.122712776,0.082654886,0.109363236,0.12829784
19,1,0.55059946,0.55656314,0.5568866,0.55809987,0.11399798,0.08784604,0.116966225,0.07887361
20,0,0.55090886,0.5565756,0.55688554,0.55814415,0.11278198,0.09060099,0.09760075,0.0870975
21,1,0.5551147,0.5566968,0.5569219,0.55820477,0.11657979,0.10076651,0.09916829,0.09606889
22,1,0.56507087,0.5567827,0.55704856,0.5582735,0.08936849,0.08982018,0.10028706,0.09760549
23,1,0.57281756,0.5568609,0.5572751,0.5583144,0.09197891,0.080805674,0.10780877,0.08695455
24,1,0.56370604,0.5569541,0.55763024,0.5584136,0.1748501,0.08546814,0.104947075,0.09080973
25,0,0.55694216,0.5570503,0.5579115,0.5585282,0.10405518,0.08702503,0.109445035,0.07956497
26,1,0.5516492,0.5570991,0.55802494,0.5585785,0.10611434,0.09343689,0.24892564,0.7306558
27,1,0.5480007,0.557129,0.5580199,0.5586116,0.749932,0.08878337,0.13195844,0.1297503
28,1,0.54827344,0.55717075,0.5579409,0.5586281,0.11355225,0.08035321,0.096338265,0.08481345
29,0,0.5488873,0.55721533,0.5578102,0.55861014,0.089101985,0.09192553,0.16244322,0.08851931
30,1,0.5493656,0.5572,0.5576832,0.5585737,0.13773574,0.08777135,0.10580244,0.07653432
31,1,0.54960954,0.55722195,0.55757326,0.5585344,0.104297034,0.081695125,0.10605179,0.09178472
32,1,0.549503,0.5573259,0.5574666,0.558492,0.11656284,0.097445674,0.10717259,0.08254629
33,0,0.5494265,0.5575131,0.55737484,0.5584372,0.13371179,0.10049801,0.6867179,0.085150234
34,0,0.54990256,0.5576216,0.55731976,0.55839026,0.11070969,0.07665347,0.11190804,0.07565355
35,1,0.55030555,0.5577538,0.5572342,0.55839896,0.14259835,0.17991975,0.09841377,0.0867435
36,1,0.5508641,0.5578295,0.5571166,0.55842555,0.11140714,0.09962958,0.11566882,0.09233732
37,1,0.5515858,0.5578056,0.5569744,0.5584331,0.11026989,0.09111833,0.12545665,0.08677155
38,0,0.5514412,0.5579504,0.55689555,0.558441,0.15103446,0.13829266,0.10339311,0.092722446
39,1,0.55500937,0.5579769,0.5568759,0.5584409,0.091763996,0.08893712,0.101165146,0.07974437
40,1,0.5614508,0.5578542,0.55686516,0.55843127,0.1355929,0.08393994,0.10239759,0.09128764
41,0,0.56538,0.5577402,0.5568668,0.55842835,0.103407405,0.0856988,0.123080306,0.08435009
42,0,0.5658538,0.55764467,0.5568812,0.558426,0.1133718,0.08781989,0.10526331,0.0887274
43,1,0.56272477,0.5575917,0.5568939,0.55842125,0.09067292,0.084983096,0.11265821,0.089367986
44,0,0.5595357,0.55754125,0.5569036,0.5584148,0.099733956,0.08278847,0.10462978,0.09526169
45,0,0.5545703,0.55745137,0.5569084,0.5584132,0.10158251,0.0821702,0.100043945,0.083280236
46,1,0.55234987,0.55743694,0.55694973,0.5584094,0.10356491,0.085134946,0.12383338,0.08432572
47,0,0.55544263,0.5574476,0.5570033,0.55840355,0.10374322,0.07548357,0.15969378,0.072875515
48,0,0.5608122,0.5574529,0.5570723,0.5583875,0.12998915,0.07781444,0.113211416,0.0870632
49,0,0.56974244,0.5574566,0.55712456,0.55836505,0.11737974,0.09036037,0.12164932,0.47738916
50,1,0.58559716,0.5576281,0.5571918,0.5583502,0.11554689,0.089849316,0.11099364,0.118530646
51,1,0.5853869,0.5578533,0.5572367,0.55834323,0.1124388,0.08884515,0.10925486,0.082580745
52,1,0.5851406,0.55810887,0.5573109,0.55833167,0.10940455,0.09212873,0.10124781,0.14379694
53,0,0.584949,0.55815744,0.5573977,0.55831486,0.110008,0.07933058,0.11489214,0.08702391
54,1,0.590425,0.5584419,0.55747885,0.55830216,0.11430005,0.085790545,0.13183357,0.075216606
55,1,0.5885978,0.5585684,0.55753404,0.5582796,0.105315216,0.09843007,0.10400643,0.08908409
56,1,0.58756894,0.5586912,0.5576025,0.5582439,0.117624626,0.082313895,0.09877252,0.081865706
57,0,0.58356553,0.5587236,0.5576925,0.5582264,0.10808562,0.106138416,0.106333055,0.08318541
58,1,0.57972085,0.5587708,0.55772513,0.55821925,0.10963222,0.08994835,0.09815423,0.09844765
59,1,0.5720792,0.55887353,0.5576933,0.5582096,0.10224315,0.08813356,0.122542895,0.09577526
