,True_Label,LSTM_5,LSTM_20,LSTM_60,LSTM_120,VIT_5,VIT_20,VIT_60,VIT_120
0,1,0.48735088,0.46962485,0.5010814,0.5023911,0.13223669,0.12931104,0.099768795,0.08705259
1,0,0.48697338,0.46971637,0.50077283,0.50220895,0.5749068,0.11485437,0.10060196,0.0866141
2,1,0.48790517,0.46988028,0.5008995,0.50204724,0.12195593,0.1129635,0.10516428,0.09120833
3,1,0.4868401,0.46964583,0.5009089,0.5019456,0.10470802,0.124071985,0.102365665,0.08718959
4,1,0.48621845,0.46960932,0.5005291,0.5019181,0.604207,0.15402286,0.099899076,0.087530114
5,1,0.48534852,0.46971083,0.5000507,0.501905,0.08842023,0.121737674,0.108392544,0.08342636
6,1,0.4867343,0.4700872,0.49984533,0.5018579,0.115767814,0.14012973,0.10484869,0.081699096
7,1,0.4885015,0.47083887,0.49953407,0.5018318,0.10978672,0.42123285,0.1069636,0.0817474
8,1,0.49026316,0.47138032,0.49883464,0.50181836,0.11230867,0.12995978,0.10628422,0.08183306
9,0,0.49109307,0.4716106,0.49780655,0.50178105,0.1025422,0.21271193,0.09823378,0.08401944
10,0,0.49581903,0.47146288,0.49635,0.5017283,0.13469963,0.121184774,0.10690511,0.08732359
11,0,0.4946951,0.47137672,0.494947,0.50169814,0.11370967,0.13525847,0.10662392,0.08799075
12,0,0.49313745,0.4711166,0.49391225,0.50165176,0.10072398,0.1257106,0.10519956,0.08700345
13,0,0.49753538,0.47087583,0.49342185,0.50164986,0.23015441,0.113371775,0.10196647,0.08560561
14,1,0.49638885,0.47082266,0.49326256,0.50169307,0.099629134,0.10282575,0.102534994,0.08597978
15,1,0.49929252,0.47073632,0.49348947,0.5016844,0.10231336,0.14915204,0.10081129,0.082289554
16,1,0.5024101,0.4702142,0.49355137,0.501738,0.11235744,0.13474232,0.099356644,0.09425228
17,0,0.49924088,0.46995988,0.49358302,0.50177985,0.109046616,0.124569885,0.103812136,0.08719488
18,0,0.49890465,0.46974897,0.493461,0.5018394,0.116224185,0.13720973,0.1020395,0.09332011
19,0,0.50741255,0.4697791,0.49342257,0.50187147,0.103030846,0.1290161,0.103799045,0.08851875
20,0,0.5088348,0.47123963,0.49343938,0.50185853,0.115189806,0.246188,0.10764526,0.08338179
21,0,0.51064813,0.47204915,0.49370894,0.50189227,0.1689351,0.17104232,0.10316861,0.0883042
22,0,0.50493133,0.47216153,0.49397707,0.5017272,0.11580945,0.15040658,0.13095567,0.08737312
23,0,0.49834704,0.4725512,0.4941808,0.50160176,0.09471543,0.19185261,0.10922421,0.08857401
24,0,0.48873764,0.4730009,0.49495047,0.50144273,0.12014452,0.37032077,0.10275912,0.0906566
25,0,0.48797956,0.4732163,0.4961055,0.501372,0.16443242,0.15881914,0.10018677,0.083247535
26,1,0.4855996,0.47362137,0.49761638,0.5014154,0.1016669,0.16170831,0.10504283,0.08360916
27,0,0.48779273,0.4745902,0.4990506,0.5015726,0.10457507,0.14398244,0.100899816,0.082284294
28,0,0.53608096,0.47526622,0.5000685,0.50177985,0.11324852,0.2504931,0.10380887,0.08028401
29,0,0.5328045,0.4769752,0.5011237,0.5019937,0.11811457,0.1148677,0.10096402,0.08543592
