,True_Label,LSTM_5,LSTM_20,LSTM_60,LSTM_120,VIT_5,VIT_20,VIT_60,VIT_120
0,1,0.5355319,0.565169,0.56678665,0.56750864,0.107631996,0.13253176,0.10409126,0.0820019
1,1,0.5324566,0.5628613,0.56673265,0.56766576,0.10033979,0.18817854,0.1025429,0.0863784
2,1,0.5296533,0.5606321,0.5668734,0.5678445,0.10094567,0.12234211,0.10436671,0.08687239
3,1,0.5267435,0.5591806,0.5669986,0.56801635,0.12277637,0.15921538,0.10659607,0.08116906
4,1,0.5331566,0.5588424,0.56696594,0.5681618,0.10632499,0.1842694,0.10604471,0.08885262
5,1,0.5566919,0.55941474,0.56689006,0.5683305,0.10677065,0.1268245,0.09997605,0.085619435
6,0,0.59451693,0.5607439,0.56676763,0.5685194,0.09797668,0.14067979,0.10470141,0.082857855
7,0,0.6143471,0.56092316,0.56661785,0.5684729,0.09795098,0.1155638,0.098664165,0.08263401
8,0,0.61702466,0.560823,0.56663615,0.56831956,0.10740611,0.11428905,0.10322809,0.087531574
9,0,0.60706866,0.5602378,0.56659156,0.56804657,0.10923238,0.110909134,0.10068356,0.085134484
10,0,0.5905193,0.5596413,0.5665892,0.56767887,0.14644971,0.19545309,0.12390098,0.09308631
11,0,0.5598795,0.5576403,0.56657195,0.5672606,0.12519884,0.10501672,0.1053685,0.08349933
12,0,0.52901775,0.5574651,0.5664924,0.5667645,0.09841682,0.11105401,0.104054496,0.08348403
13,0,0.5157842,0.5580347,0.5663763,0.56632704,0.093879566,0.10965944,0.10943201,0.0858911
14,1,0.5009614,0.5573676,0.5662212,0.5658972,0.111931995,0.12319606,0.098058864,0.08275592
15,0,0.487276,0.55564404,0.56613445,0.5654157,0.11873851,0.16610107,0.099443614,0.088110626
16,1,0.4869976,0.55312747,0.5660449,0.56489664,0.34535408,0.19328433,0.10213733,0.08837277
17,1,0.4888177,0.5503303,0.5660216,0.5643334,0.09396335,0.18656704,0.09793967,0.084467344
18,0,0.4878046,0.54858345,0.5659217,0.5638162,0.29408503,0.13458358,0.10085802,0.08116277
19,0,0.49516964,0.54842025,0.56559956,0.56354994,0.1815954,0.12898271,0.09568725,0.08894488
20,1,0.49798226,0.5468492,0.5651169,0.56333005,0.0941404,0.11201976,0.09753922,0.08462248
21,1,0.37615708,0.54412013,0.5645558,0.5629837,0.06338951,0.13004155,0.107555725,0.07992478
22,0,0.2901846,0.54119635,0.5639344,0.56269926,0.17501558,0.11706252,0.105037026,0.08188461
23,0,0.25507525,0.53804284,0.56334853,0.5625462,0.113620095,0.1217195,0.10417986,0.07765648
24,0,0.25135595,0.53479016,0.562854,0.56240284,0.14972812,0.11167422,0.10439789,0.07953662
25,0,0.27703232,0.53128,0.5623879,0.56226313,0.08136061,0.25154424,0.10410925,0.089774184
26,1,0.33961827,0.5278144,0.5617874,0.56219786,0.10858375,0.12528257,0.09866198,0.08498816
27,0,0.4494419,0.52431333,0.5611192,0.56219214,0.09948749,0.11810546,0.100577556,0.088225
