,Date,Open,High,Low,Close,Predicted_results_120,action_120,Sell_Signal_Profit,Sell_Signal_Return,Cumulative_Profit
0,2021-01-04,2874.5,2946.540039,2869.110107,2944.449951,0,No action,0.0,0.0,0.0
1,2021-01-05,2943.669922,2990.570068,2921.840088,2990.570068,0,No action,0.0,0.0,0.0
2,2021-01-06,2993.340088,3027.159912,2961.370117,2968.209961,0,No action,0.0,0.0,0.0
3,2021-01-07,2980.75,3055.280029,2980.75,3031.679932,0,No action,0.0,0.0,0.0
4,2021-01-08,3040.110107,3161.110107,3040.110107,3152.179932,0,No action,0.0,0.0,0.0
5,2021-01-11,3161.899902,3266.22998,3096.189941,3148.449951,0,No action,0.0,0.0,0.0
6,2021-01-12,3145.870117,3154.790039,3047.560059,3125.949951,0,No action,0.0,0.0,0.0
7,2021-01-13,3128.26001,3164.370117,3109.629883,3148.290039,0,No action,0.0,0.0,0.0
8,2021-01-14,3148.649902,3159.030029,3128.719971,3149.929932,0,No action,0.0,0.0,0.0
9,2021-01-15,3153.840088,3189.899902,3085.899902,3085.899902,0,No action,0.0,0.0,0.0
10,2021-01-18,3079.899902,3079.899902,3003.889893,3013.929932,0,No action,0.0,0.0,0.0
11,2021-01-19,3013.050049,3092.659912,3013.050049,3092.659912,0,No action,0.0,0.0,0.0
12,2021-01-20,3115.040039,3145.01001,3077.149902,3114.550049,0,No action,0.0,0.0,0.0
13,2021-01-21,3123.27002,3163.209961,3123.27002,3160.840088,0,No action,0.0,0.0,0.0
14,2021-01-22,3163.830078,3185.26001,3140.600098,3140.629883,0,No action,0.0,0.0,0.0
15,2021-01-25,3144.01001,3212.219971,3142.800049,3208.98999,0,No action,0.0,0.0,0.0
16,2021-01-26,3203.959961,3209.179932,3132.669922,3140.310059,0,No action,0.0,0.0,0.0
17,2021-01-27,3143.459961,3182.530029,3118.889893,3122.560059,0,No action,0.0,0.0,0.0
18,2021-01-28,3114.97998,3114.97998,3046.639893,3069.050049,0,No action,0.0,0.0,0.0
19,2021-01-29,3078.72998,3100.219971,2962.699951,2976.209961,0,No action,0.0,0.0,0.0
20,2021-02-01,2976.810059,3056.870117,2947.23999,3056.530029,0,No action,0.0,0.0,0.0
21,2021-02-02,3065.560059,3138.949951,3065.560059,3096.810059,0,No action,0.0,0.0,0.0
22,2021-02-03,3108.419922,3142.26001,3091.850098,3129.679932,0,No action,0.0,0.0,0.0
23,2021-02-04,3135.02002,3135.02002,3068.459961,3087.550049,0,No action,0.0,0.0,0.0
24,2021-02-05,3098.48999,3124.620117,3081.780029,3120.629883,0,No action,0.0,0.0,0.0
25,2021-02-08,3113.629883,3128.540039,3085.590088,3091.23999,0,No action,0.0,0.0,0.0
26,2021-02-09,3102.25,3129.659912,3084.669922,3084.669922,0,No action,0.0,0.0,0.0
