,Date,Open,High,Low,Close,Predicted_results,action,Sell_Signal_Profit,Sell_Signal_Return,Cumulative_Profit
0,2020-01-02,672.530029,674.299988,666.619995,674.02002,0,No action,0.0,0.0,0.0
1,2020-01-03,677.570007,679.369995,668.099976,669.929993,1,Buy,0.0,0.0,0.0
2,2020-01-06,660.080017,663.099976,653.609985,655.309998,1,Holding,0.0,0.0,0.0
3,2020-01-07,660.869995,664.210022,659.179993,663.440002,1,Holding,0.0,0.0,0.0
4,2020-01-08,657.23999,658.140015,637.429993,640.940002,1,Holding,0.0,0.0,0.0
5,2020-01-09,657.01001,666.090027,656.25,666.090027,1,Holding,0.0,0.0,0.0
6,2020-01-10,668.789978,673.030029,665.919983,673.030029,1,Holding,0.0,0.0,0.0
7,2020-01-13,673.76001,679.219971,673.22998,679.219971,1,Holding,0.0,0.0,0.0
8,2020-01-14,682.140015,685.880005,676.780029,678.710022,1,Holding,0.0,0.0,0.0
9,2020-01-15,678.830017,681.390015,676.909973,679.159973,1,Holding,0.0,0.0,0.0
10,2020-01-16,679.669983,686.52002,679.48999,686.52002,1,Holding,0.0,0.0,0.0
11,2020-01-17,689.72998,690.609985,686.679993,688.409973,1,Holding,0.0,0.0,0.0
12,2020-01-20,690.849976,691.169983,682.47998,683.469971,1,Holding,0.0,0.0,0.0
13,2020-01-21,683.820007,685.890015,675.47998,676.52002,1,Holding,0.0,0.0,0.0
14,2020-01-22,677.049988,688.280029,677.049988,688.25,1,Holding,0.0,0.0,0.0
15,2020-01-23,685.940002,687.710022,683.52002,685.570007,1,Holding,0.0,0.0,0.0
16,2020-01-28,664.700012,664.700012,664.700012,664.700012,0,Holding,0.0,0.0,0.0
17,2020-01-29,671.080017,671.97998,664.090027,670.179993,0,sell,-13.53997800000002,-2.021103419980783,-13.53997800000002
18,2020-01-30,656.390015,656.390015,656.390015,656.390015,0,No action,0.0,0.0,-13.53997800000002
19,2020-01-31,660.97998,664.77002,641.570007,642.47998,0,No action,0.0,0.0,-13.53997800000002
20,2020-02-03,631.820007,648.340027,627.650024,646.849976,1,Buy,0.0,0.0,-13.53997800000002
21,2020-02-04,650.719971,661.23999,649.219971,661.23999,0,Holding,0.0,0.0,-13.53997800000002
22,2020-02-05,666.73999,668.909973,658.030029,661.320007,0,sell,25.84002600000008,3.9947479259085696,12.30004800000006
23,2020-02-06,672.690002,672.690002,672.690002,672.690002,0,No action,0.0,0.0,12.30004800000006
24,2020-02-07,673.109985,674.030029,667.929993,672.630005,0,No action,0.0,0.0,12.30004800000006
25,2020-02-10,669.530029,676.080017,668.099976,676.070007,0,No action,0.0,0.0,12.30004800000006
26,2020-02-11,682.340027,682.340027,682.340027,682.340027,1,Buy,0.0,0.0,12.30004800000006
27,2020-02-12,683.26001,686.789978,680.26001,686.590027,0,Holding,0.0,0.0,12.30004800000006
28,2020-02-13,689.539978,691.429993,681.77002,687.609985,1,Holding,0.0,0.0,12.30004800000006
29,2020-02-14,687.22998,692.0,685.669983,688.909973,0,Holding,0.0,0.0,12.30004800000006
30,2020-02-17,690.349976,692.640015,686.72998,692.590027,0,sell,9.079956000000038,1.330708391814751,21.3800040000001
31,2020-02-18,691.419983,692.52002,681.440002,682.919983,0,No action,0.0,0.0,21.3800040000001
32,2020-02-19,684.780029,684.780029,684.780029,684.780029,1,Buy,0.0,0.0,21.3800040000001
33,2020-02-20,687.650024,688.51001,677.98999,681.659973,0,Holding,0.0,0.0,21.3800040000001
34,2020-02-21,673.570007,680.280029,667.469971,667.98999,1,Holding,0.0,0.0,21.3800040000001
35,2020-02-24,653.400024,656.309998,639.219971,639.289978,1,Holding,0.0,0.0,21.3800040000001
36,2020-02-25,639.280029,656.960022,633.650024,656.950012,0,Holding,0.0,0.0,21.3800040000001
37,2020-02-26,644.02002,658.289978,642.97998,654.630005,1,Holding,0.0,0.0,21.3800040000001
38,2020-02-27,654.609985,660.890015,634.789978,638.169983,0,Holding,0.0,0.0,21.3800040000001
39,2020-02-28,626.359985,631.25,608.380005,610.72998,0,sell,-66.90002400000003,-9.769564117939547,-45.52001999999993
40,2020-03-02,617.880005,627.710022,607.320007,627.659973,0,No action,0.0,0.0,-45.52001999999993
41,2020-03-03,641.650024,641.77002,626.710022,626.820007,0,No action,0.0,0.0,-45.52001999999993
42,2020-03-04,623.75,641.72998,623.549988,641.72998,1,Buy,0.0,0.0,-45.52001999999993
43,2020-03-05,647.75,650.809998,643.969971,650.190002,1,Holding,0.0,0.0,-45.52001999999993
44,2020-03-06,642.330017,647.830017,637.200012,642.719971,1,Holding,0.0,0.0,-45.52001999999993
45,2020-03-09,631.130005,632.52002,614.580017,614.599976,0,Holding,0.0,0.0,-45.52001999999993
46,2020-03-10,606.890015,619.97998,604.51001,619.969971,0,sell,-20.609984999999938,-3.2116288224526985,-66.13000499999987
47,2020-03-11,621.119995,622.070007,591.380005,595.609985,0,No action,0.0,0.0,-66.13000499999987
48,2020-03-12,589.200012,594.320007,555.469971,563.48999,0,No action,0.0,0.0,-66.13000499999987
49,2020-03-13,536.619995,540.299988,487.070007,524.0,1,Buy,0.0,0.0,-66.13000499999987
50,2020-03-16,538.679993,541.869995,504.51001,504.51001,1,Holding,0.0,0.0,-66.13000499999987
51,2020-03-17,488.019989,518.719971,483.51001,514.72998,1,Holding,0.0,0.0,-66.13000499999987
52,2020-03-18,520.789978,526.099976,485.140015,485.140015,1,Holding,0.0,0.0,-66.13000499999987
53,2020-03-19,501.589996,502.119995,419.549988,428.350006,1,Holding,0.0,0.0,-66.13000499999987
54,2020-03-20,443.880005,467.75,435.109985,467.75,1,Holding,0.0,0.0,-66.13000499999987
55,2020-03-23,443.76001,443.76001,443.76001,443.76001,1,Holding,0.0,0.0,-66.13000499999987
56,2020-03-24,457.209991,480.399994,454.23999,480.399994,1,Holding,0.0,0.0,-66.13000499999987
