,True_Label,Predicted_Label
0,1,0
1,1,0
2,1,0
3,1,0
4,1,0
5,0,0
6,1,1
7,0,1
8,1,1
9,0,1
10,0,1
11,1,1
12,1,0
13,0,0
14,1,0
15,0,0
16,1,0
17,1,0
18,0,0
19,0,0
20,1,0
21,1,0
22,1,0
23,0,0
24,0,0
25,0,0
26,1,0
27,1,0
28,0,0
29,0,0
30,1,0
31,1,0
32,0,0
33,0,0
34,0,0
35,1,0
36,0,0
37,0,0
38,1,0
39,1,0
40,0,0
41,1,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,1,0
48,0,1
49,1,1
50,1,1
51,1,1
52,1,1
53,1,1
54,1,0
55,0,0
56,1,0
57,1,0
58,1,0
59,1,0
60,1,1
61,1,1
62,0,1
63,1,1
64,0,1
65,0,1
66,0,1
67,1,0
68,1,0
69,1,0
70,0,0
71,0,0
72,1,0
73,0,0
74,0,0
75,1,0
76,0,0
77,0,0
78,0,0
79,0,0
80,1,0
81,0,0
82,0,0
83,0,0
84,0,0
85,1,0
86,0,0
87,1,0
88,0,0
89,0,0
90,0,0
91,0,0
92,0,0
93,0,0
94,1,1
95,0,1
96,1,1
97,1,1
98,0,1
99,1,1
100,0,0
101,0,0
102,0,0
103,0,0
104,0,0
105,1,0
106,0,0
107,0,1
108,1,1
109,1,1
110,0,1
111,0,1
112,0,1
113,1,1
114,1,0
115,1,1
116,1,1
117,1,1
118,0,0
119,1,0
120,1,0
121,1,0
122,1,0
123,1,0
124,1,1
125,1,1
126,1,1
127,1,1
128,0,1
129,1,1
130,1,1
131,1,1
132,1,1
133,1,1
134,1,1
135,0,1
136,1,1
137,0,1
138,1,1
139,1,1
140,1,1
141,0,1
142,1,1
143,0,1
144,0,1
145,0,1
146,0,1
147,0,0
148,0,1
149,1,1
150,1,1
151,1,1
152,1,1
153,1,1
154,1,1
155,0,1
156,0,0
157,1,0
158,0,0
159,0,0
160,1,1
161,1,1
162,1,1
163,1,1
164,0,1
165,1,0
166,0,0
167,0,0
168,1,0
169,0,0
170,0,0
171,0,0
172,1,1
173,1,0
174,0,0
175,1,0
176,1,0
177,0,0
178,0,0
179,0,0
180,1,0
181,1,0
182,1,1
183,1,1
184,0,1
185,0,1
186,1,0
187,1,0
188,1,0
189,1,1
190,1,1
191,1,0
192,1,0
193,1,0
194,0,0
195,1,0
196,0,0
197,1,0
198,1,0
199,0,0
200,1,0
201,0,0
202,0,0
203,1,0
204,1,0
205,1,0
206,0,0
