,precision,recall,f1-score,support
0,0.4552238805970149,0.5398230088495575,0.4939271255060728,339.0
1,0.5384615384615384,0.4538653366583541,0.49255751014884974,401.0
accuracy,0.49324324324324326,0.49324324324324326,0.49324324324324326,0.49324324324324326
macro avg,0.49684270952927667,0.49684417275395576,0.4932423178274613,740.0
weighted avg,0.5003296924938715,0.49324324324324326,0.493184942048983,740.0
