,precision,recall,f1-score,support
0,0.4300254452926209,0.49852507374631266,0.46174863387978143,339.0
1,0.5100864553314121,0.44139650872817954,0.47326203208556145,401.0
accuracy,0.46756756756756757,0.46756756756756757,0.46756756756756757,0.46756756756756757
macro avg,0.47005595031201647,0.4699607912372461,0.46750533298267144,740.0
weighted avg,0.47340985748931713,0.46756756756756757,0.4679876510156163,740.0
