,Date,Open,High,Low,Close,Predicted_results,action,Sell_Signal_Profit,Sell_Signal_Return,Cumulative_Profit,Unrealized_profit,Unrealized_profit_plus_Cumulative_Profit,Holding_Period,Cumulative_Return,Unrealized_Return,Unrealized_profit_plus_Cumulative_Profit_Return,Cum_portfolio,Unreal_Cum_portfolio
0,2021-01-04,2874.5,2946.540039,2869.110107,2944.449951,0,No action,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2990.570068,2990.570068
1,2021-01-05,2943.669922,2990.570068,2921.840088,2990.570068,1,Buy,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2990.570068,2990.570068
2,2021-01-06,2993.340088,3027.159912,2961.370117,2968.209961,0,Holding,0.0,0.0,0.0,-22.36010699999997,-22.36010699999997,1,0.0,-0.7476871128772352,-0.7476871128772352,2990.570068,2968.209961
3,2021-01-07,2980.75,3055.280029,2980.75,3031.679932,0,sell,49.54003899999998,1.6565416583979526,0.0,41.109864000000016,41.109864000000016,0,0.0,1.3746497512259597,1.3746497512259597,2990.570068,3031.679932
4,2021-01-08,3040.110107,3161.110107,3040.110107,3152.179932,1,Buy,0.0,0.0,49.54003899999998,0.0,49.54003899999998,0,1.6565416583979526,0.0,1.6565416583979526,3040.110107,3040.110107
5,2021-01-11,3161.899902,3266.22998,3096.189941,3148.449951,0,Holding,0.0,0.0,49.54003899999998,-3.7299809999999525,45.810058000000026,1,1.6565416583979526,-0.12472474863277312,1.5318169097651795,3040.110107,3036.380126
6,2021-01-12,3145.870117,3154.790039,3047.560059,3125.949951,0,sell,-23.91992200000004,-0.7588374558562491,49.54003899999998,-26.229980999999952,23.310058000000026,0,1.6565416583979526,-0.8770896653005609,0.7794519930973919,3040.110107,3013.880126
7,2021-01-13,3128.26001,3164.370117,3109.629883,3148.290039,1,Buy,0.0,0.0,25.620116999999937,0.0,25.620116999999937,0,0.8566967640766187,0.0,0.8566967640766187,3016.190185,3016.190185
8,2021-01-14,3148.649902,3159.030029,3128.719971,3149.929932,1,Holding,0.0,0.0,25.620116999999937,1.6398930000000291,27.260009999999966,1,0.8566967640766187,0.054835464901738226,0.911532228978357,3016.190185,3017.830078
9,2021-01-15,3153.840088,3189.899902,3085.899902,3085.899902,1,Holding,0.0,0.0,25.620116999999937,-62.39013699999987,-36.77001999999993,2,0.8566967640766187,-2.0862288988843005,-1.2295321348076815,3016.190185,2953.800048
