,precision,recall,f1-score,support
0,0.43452380952380953,0.42565597667638483,0.43004418262150224,343.0
1,0.5123762376237624,0.5214105793450882,0.5168539325842697,397.0
accuracy,0.47702702702702704,0.47702702702702704,0.47702702702702704,0.47702702702702704
macro avg,0.47345002357378596,0.4735332780107365,0.47344905760288597,740.0
weighted avg,0.476290585139595,0.47702702702702704,0.47661644037179773,740.0
