,precision,recall,f1-score,support
0,0.44813278008298757,0.3103448275862069,0.36672325976230896,348.0
1,0.5339805825242718,0.6740196078431373,0.5958829902491874,408.0
accuracy,0.5066137566137566,0.5066137566137566,0.5066137566137566,0.5066137566137566
macro avg,0.49105668130362967,0.4921822177146721,0.48130312500574823,756.0
weighted avg,0.4944633401306648,0.5066137566137566,0.4903967651044339,756.0
