,precision,recall,f1-score,support
0,0.46308724832214765,0.19113573407202217,0.27058823529411763,361.0
1,0.5189456342668863,0.7974683544303798,0.62874251497006,395.0
accuracy,0.5079365079365079,0.5079365079365079,0.5079365079365079,0.5079365079365079
macro avg,0.491016441294517,0.49430204425120094,0.4496653751320888,756.0
weighted avg,0.4922725161107347,0.5079365079365079,0.4577191089343256,756.0
