,precision,recall,f1-score,support
0,0.4503311258278146,0.4171779141104294,0.4331210191082802,326.0
1,0.5662100456621004,0.5990338164251208,0.5821596244131456,414.0
accuracy,0.518918918918919,0.518918918918919,0.518918918918919,0.518918918918919
macro avg,0.5082705857449575,0.5081058652677751,0.5076403217607129,740.0
weighted avg,0.5151606836810502,0.518918918918919,0.516502076670732,740.0
