,precision,recall,f1-score,support
0,0.48293963254593175,0.5644171779141104,0.5205091937765205,326.0
1,0.6044568245125348,0.5241545893719807,0.5614489003880984,414.0
accuracy,0.5418918918918919,0.5418918918918919,0.5418918918918919,0.5418918918918919
macro avg,0.5436982285292333,0.5442858836430455,0.5409790470823095,740.0
weighted avg,0.5509235750785989,0.5418918918918919,0.5434132999078627,740.0
