,precision,recall,f1-score,support
0,0.46956521739130436,0.3103448275862069,0.3737024221453287,348.0
1,0.5437262357414449,0.7009803921568627,0.6124197002141328,408.0
accuracy,0.5211640211640212,0.5211640211640212,0.5211640211640212,0.5211640211640212
macro avg,0.5066457265663746,0.5056626098715348,0.4930610611797308,756.0
weighted avg,0.5095886241199516,0.5211640211640212,0.5025339690396039,756.0
