,precision,recall,f1-score,support
0,0.44,0.4386503067484663,0.4393241167434716,326.0
1,0.5590361445783133,0.5603864734299517,0.5597104945717731,414.0
accuracy,0.5067567567567568,0.5067567567567568,0.5067567567567568,0.5067567567567568
macro avg,0.4995180722891567,0.499518390089209,0.49951730565762237,740.0
weighted avg,0.5065958971019212,0.5067567567567568,0.5066754146095754,740.0
