,precision,recall,f1-score,support
0,0.4793388429752066,0.5337423312883436,0.5050798258345428,326.0
1,0.596816976127321,0.5434782608695652,0.5689001264222503,414.0
accuracy,0.5391891891891892,0.5391891891891892,0.5391891891891892,0.5391891891891892
macro avg,0.5380779095512638,0.5386102960789544,0.5369899761283965,740.0
weighted avg,0.5450630958467949,0.5391891891891892,0.5407846967038819,740.0
