,precision,recall,f1-score,support
0,0.48175182481751827,0.18282548476454294,0.26506024096385544,361.0
1,0.5234248788368336,0.8202531645569621,0.6390532544378698,395.0
accuracy,0.5158730158730159,0.5158730158730159,0.5158730158730159,0.5158730158730159
macro avg,0.502588351827176,0.5015393246607525,0.45205674770086257,756.0
weighted avg,0.5035254443117373,0.5158730158730159,0.4604666435064952,756.0
