,precision,recall,f1-score,support
0,0.4010989010989011,0.22392638036809817,0.2874015748031496,326.0
1,0.546594982078853,0.7367149758454107,0.6275720164609054,414.0
accuracy,0.5108108108108108,0.5108108108108108,0.5108108108108108,0.5108108108108108
macro avg,0.4738469415888771,0.48032067810675444,0.45748679563202754,740.0
weighted avg,0.4824980599174147,0.5108108108108108,0.4777131462170833,740.0
