,precision,recall,f1-score,support
0,0.4557522123893805,0.2959770114942529,0.3588850174216027,348.0
1,0.5377358490566038,0.6985294117647058,0.6076759061833689,408.0
accuracy,0.5132275132275133,0.5132275132275133,0.5132275132275133,0.5132275132275133
macro avg,0.4967440307229921,0.49725321162947933,0.4832804618024858,756.0
weighted avg,0.4999973496383581,0.5132275132275133,0.4931531161184289,756.0
