,precision,recall,f1-score,support
0,0.45936395759717313,0.3987730061349693,0.4269293924466338,326.0
1,0.5711159737417943,0.6304347826086957,0.5993111366245696,414.0
accuracy,0.5283783783783784,0.5283783783783784,0.5283783783783784,0.5283783783783784
macro avg,0.5152399656694837,0.5146038943718325,0.5131202645356017,740.0
weighted avg,0.5218846801429478,0.5283783783783784,0.5233699898651006,740.0
