,precision,recall,f1-score,support
0,0.4870689655172414,0.6494252873563219,0.5566502463054187,348.0
1,0.5821917808219178,0.4166666666666667,0.48571428571428577,408.0
accuracy,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.5238095238095238
macro avg,0.5346303731695796,0.5330459770114943,0.5211822660098522,756.0
weighted avg,0.5384050880626222,0.5238095238095238,0.5183673469387755,756.0
