,precision,recall,f1-score,support
0,0.48792270531400966,0.27977839335180055,0.35563380281690143,361.0
1,0.5264116575591985,0.7316455696202532,0.6122881355932204,395.0
accuracy,0.5158730158730159,0.5158730158730159,0.5158730158730159,0.5158730158730159
macro avg,0.5071671814366041,0.5057119814860269,0.48396096920506093,756.0
weighted avg,0.5080326737489959,0.5158730158730159,0.48973229679394636,756.0
