,precision,recall,f1-score,support
0,0.4406779661016949,0.22413793103448276,0.2971428571428571,348.0
1,0.533678756476684,0.7573529411764706,0.6261398176291793,408.0
accuracy,0.5119047619047619,0.5119047619047619,0.5119047619047619,0.5119047619047619
macro avg,0.48717836128918945,0.49074543610547666,0.4616413373860182,756.0
weighted avg,0.4908688688437525,0.5119047619047619,0.4746967723259516,756.0
