,precision,recall,f1-score,support
0,0.46534653465346537,0.13505747126436782,0.2093541202672606,348.0
1,0.5404580152671755,0.8676470588235294,0.6660395108184384,408.0
accuracy,0.5304232804232805,0.5304232804232805,0.5304232804232805,0.5304232804232805
macro avg,0.5029022749603205,0.5013522650439486,0.4376968155428495,756.0
weighted avg,0.5058828892703884,0.5304232804232805,0.4558192516758328,756.0
