,precision,recall,f1-score,support
0,0.4,0.11080332409972299,0.17353579175704992,361.0
1,0.510670731707317,0.8481012658227848,0.637488106565176,395.0
accuracy,0.49603174603174605,0.49603174603174605,0.49603174603174605,0.49603174603174605
macro avg,0.4553353658536585,0.47945229496125386,0.40551194916111294,756.0
weighted avg,0.45782399341850555,0.49603174603174605,0.41594473930891473,756.0
