,precision,recall,f1-score,support
0,0.47465437788018433,0.2853185595567867,0.35640138408304495,361.0
1,0.5213358070500927,0.7113924050632912,0.6017130620985011,395.0
accuracy,0.5079365079365079,0.5079365079365079,0.5079365079365079,0.5079365079365079
macro avg,0.4979950924651385,0.4983554823100389,0.47905722309077303,756.0
weighted avg,0.4990448071422396,0.5079365079365079,0.48457349098265495,756.0
