,precision,recall,f1-score,support
0,0.3988549618320611,0.6656050955414012,0.49880668257756566,314.0
1,0.5474137931034483,0.2873303167420814,0.37685459940652816,442.0
accuracy,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444
macro avg,0.47313437746775466,0.47646770614174133,0.43783064099204694,756.0
weighted avg,0.4857107864642743,0.4444444444444444,0.42750665511513364,756.0
