,precision,recall,f1-score,support
0,0.4904051172707889,0.6784660766961652,0.5693069306930693,339.0
1,0.5977859778597786,0.40399002493765584,0.4821428571428571,401.0
accuracy,0.5297297297297298,0.5297297297297298,0.5297297297297298,0.5297297297297298
macro avg,0.5440955475652838,0.5412280508169105,0.5257248939179632,740.0
weighted avg,0.548593934968336,0.5297297297297298,0.5220734259719408,740.0
