,precision,recall,f1-score,support
0,0.4834710743801653,0.72,0.5784919653893695,325.0
1,0.64453125,0.39759036144578314,0.4918032786885246,415.0
accuracy,0.5391891891891892,0.5391891891891892,0.5391891891891892,0.5391891891891892
macro avg,0.5640011621900827,0.5587951807228916,0.5351476220389471,740.0
weighted avg,0.5737953620588564,0.5391891891891892,0.5298760127125444,740.0
