,True_Label,Predicted_results,action
0,0,0,No action
1,0,1,Buy
2,1,1,Holding
3,0,1,Holding
4,1,1,Holding
5,1,1,Holding
6,1,1,Holding
7,0,1,Holding
8,1,1,Holding
9,1,1,Holding
10,1,1,Holding
11,0,1,Holding
12,0,1,Holding
13,1,1,Holding
14,0,1,Holding
15,0,1,Holding
16,1,0,Holding
17,0,0,sell
18,0,0,No action
19,1,0,No action
20,1,1,Buy
21,1,0,Holding
22,1,0,sell
23,0,0,No action
24,1,0,No action
25,1,0,No action
26,1,1,Buy
27,1,0,Holding
28,1,1,Holding
29,1,0,Holding
30,0,0,sell
31,1,0,No action
32,0,1,Buy
33,0,0,Holding
34,0,1,Holding
35,1,1,Holding
36,0,0,Holding
37,0,1,Holding
38,0,0,Holding
39,1,0,sell
40,0,0,No action
41,1,0,No action
42,1,1,Buy
43,0,1,Holding
44,0,1,Holding
45,1,0,Holding
46,0,0,sell
47,0,0,No action
48,0,0,No action
49,0,1,Buy
50,1,1,Holding
51,0,1,Holding
52,0,1,Holding
53,1,1,Holding
54,0,1,Holding
55,1,1,Holding
56,1,1,Holding
57,1,1,Holding
58,1,1,Holding
59,1,1,Holding
60,1,1,Holding
61,0,0,Holding
62,1,1,Holding
63,1,0,Holding
64,1,1,Holding
65,1,0,Holding
66,1,0,sell
67,1,0,No action
68,0,0,No action
69,0,1,Buy
70,1,1,Holding
71,1,1,Holding
72,1,1,Holding
73,1,0,Holding
74,0,0,sell
75,1,0,No action
76,1,0,No action
77,0,1,Buy
78,1,1,Holding
79,0,0,Holding
80,1,1,Holding
81,0,1,Holding
82,1,0,Holding
83,1,0,sell
84,1,0,No action
85,1,1,Buy
86,0,0,Holding
87,1,0,sell
88,0,0,No action
89,1,0,No action
90,0,0,No action
91,1,1,Buy
92,1,0,Holding
93,1,1,Holding
94,0,1,Holding
95,1,1,Holding
96,1,0,Holding
97,0,0,sell
98,0,1,Buy
99,1,1,Holding
100,1,0,Holding
101,1,0,sell
102,0,0,No action
103,1,0,No action
104,1,1,Buy
105,1,0,Holding
106,1,0,sell
107,1,0,No action
108,0,0,No action
109,0,1,Buy
110,0,0,Holding
111,1,1,Holding
112,1,1,Holding
113,1,0,Holding
114,1,1,Holding
115,1,0,Holding
116,1,1,Holding
117,1,1,Holding
118,0,0,Holding
119,1,0,sell
120,0,0,No action
121,1,1,Buy
122,0,1,Holding
123,1,1,Holding
124,1,0,Holding
125,1,0,sell
126,0,0,No action
127,1,0,No action
128,1,1,Buy
129,0,0,Holding
130,1,0,sell
131,0,0,No action
132,1,0,No action
133,0,0,No action
134,1,0,No action
135,0,0,No action
136,1,1,Buy
137,1,1,Holding
138,1,1,Holding
139,0,1,Holding
140,1,1,Holding
141,1,1,Holding
142,1,1,Holding
143,1,0,Holding
144,1,1,Holding
145,1,0,Holding
146,1,1,Holding
147,1,0,Holding
148,1,0,sell
149,1,1,Buy
150,1,1,Holding
151,0,1,Holding
152,0,0,Holding
153,1,0,sell
154,0,1,Buy
155,0,1,Holding
156,1,1,Holding
157,0,0,Holding
158,1,1,Holding
159,1,0,Holding
160,1,1,Holding
161,1,0,Holding
162,0,0,sell
163,1,0,No action
164,1,1,Buy
165,1,0,Holding
166,1,0,sell
167,1,1,Buy
168,0,1,Holding
169,1,1,Holding
170,0,1,Holding
171,0,0,Holding
172,1,1,Holding
173,1,1,Holding
174,1,0,Holding
175,1,1,Holding
176,0,1,Holding
177,0,0,Holding
178,1,0,sell
179,0,0,No action
180,0,1,Buy
181,1,0,Holding
182,0,0,sell
183,1,1,Buy
184,1,1,Holding
185,1,0,Holding
186,1,0,sell
187,1,1,Buy
188,1,1,Holding
189,1,0,Holding
190,1,1,Holding
191,0,0,Holding
192,0,0,sell
193,0,0,No action
194,0,0,No action
195,0,0,No action
196,1,0,No action
197,1,0,No action
198,0,0,No action
199,0,1,Buy
200,0,0,Holding
201,1,0,sell
202,1,0,No action
203,1,0,No action
204,0,0,No action
205,1,0,No action
206,1,1,Buy
207,1,1,Holding
208,1,1,Holding
209,0,0,Holding
210,1,0,sell
211,0,0,No action
212,0,1,Buy
213,1,0,Holding
214,0,0,sell
215,1,0,No action
216,0,0,No action
217,1,0,No action
218,1,1,Buy
219,1,0,Holding
220,1,0,sell
221,0,0,No action
222,0,0,No action
223,1,1,Buy
224,1,0,Holding
225,1,0,sell
226,1,0,No action
227,1,0,No action
228,1,0,No action
229,1,0,No action
230,1,0,No action
231,0,1,Buy
232,1,1,Holding
233,1,1,Holding
234,1,0,Holding
235,1,1,Holding
236,1,1,Holding
237,1,0,Holding
238,1,1,Holding
239,1,1,Holding
240,1,1,Holding
241,0,1,Holding
242,0,0,Holding
243,1,0,sell
244,0,0,No action
245,1,1,Buy
246,1,1,Holding
247,1,1,Holding
248,1,1,Holding
249,0,1,Holding
250,1,1,Holding
251,0,1,Holding
252,0,1,Holding
253,0,0,Holding
254,1,0,sell
255,1,0,No action
256,0,0,No action
257,0,0,No action
258,1,0,No action
259,1,0,No action
260,1,0,No action
261,0,0,No action
262,1,0,No action
263,0,0,No action
264,0,0,No action
265,0,0,No action
266,0,0,No action
267,1,0,No action
268,1,0,No action
269,1,0,No action
270,0,0,No action
271,1,0,No action
272,0,0,No action
273,0,0,No action
274,1,1,Buy
275,1,1,Holding
276,0,1,Holding
277,1,1,Holding
278,0,1,Holding
279,0,1,Holding
280,0,1,Holding
281,0,1,Holding
282,0,0,Holding
283,1,1,Holding
284,0,1,Holding
285,1,1,Holding
286,1,1,Holding
287,0,1,Holding
288,0,1,Holding
289,0,1,Holding
290,0,1,Holding
291,0,1,Holding
292,1,1,Holding
293,1,1,Holding
294,1,0,Holding
295,1,1,Holding
296,1,1,Holding
297,1,0,Holding
298,1,1,Holding
299,1,1,Holding
300,0,1,Holding
301,1,1,Holding
302,1,1,Holding
303,1,1,Holding
304,0,1,Holding
305,1,0,Holding
306,0,1,Holding
307,1,0,Holding
308,1,1,Holding
309,0,0,Holding
310,0,0,sell
311,1,1,Buy
312,1,0,Holding
313,1,1,Holding
314,1,0,Holding
315,1,1,Holding
316,1,1,Holding
317,0,1,Holding
318,1,0,Holding
319,1,1,Holding
320,1,1,Holding
321,0,1,Holding
322,1,1,Holding
323,1,1,Holding
324,1,1,Holding
325,0,1,Holding
326,0,1,Holding
327,0,1,Holding
328,0,1,Holding
329,0,0,Holding
330,1,0,sell
331,1,1,Buy
332,1,1,Holding
333,1,1,Holding
334,0,0,Holding
335,0,1,Holding
336,0,1,Holding
337,1,1,Holding
338,0,1,Holding
339,1,1,Holding
340,1,1,Holding
341,0,1,Holding
342,0,0,Holding
343,1,1,Holding
344,1,1,Holding
345,1,1,Holding
346,1,1,Holding
347,1,1,Holding
348,1,0,Holding
349,0,1,Holding
350,1,1,Holding
351,0,1,Holding
352,0,0,Holding
353,1,1,Holding
354,0,1,Holding
355,1,0,Holding
356,1,0,sell
357,1,1,Buy
358,0,1,Holding
359,1,1,Holding
360,1,1,Holding
361,1,0,Holding
362,0,0,sell
363,1,1,Buy
364,1,1,Holding
365,0,1,Holding
366,0,1,Holding
367,1,0,Holding
368,1,1,Holding
369,1,0,Holding
370,1,1,Holding
371,1,0,Holding
372,1,1,Holding
373,0,1,Holding
374,1,1,Holding
375,0,1,Holding
376,0,1,Holding
377,1,1,Holding
378,1,1,Holding
379,1,0,Holding
380,1,1,Holding
381,0,0,Holding
382,0,0,sell
383,0,0,No action
384,0,1,Buy
385,1,0,Holding
386,1,1,Holding
387,0,0,Holding
388,0,0,sell
389,0,1,Buy
390,1,0,Holding
391,0,0,sell
392,1,1,Buy
393,0,0,Holding
394,1,0,sell
395,1,1,Buy
396,1,0,Holding
397,1,1,Holding
398,0,1,Holding
399,0,1,Holding
400,1,0,Holding
401,0,1,Holding
402,0,0,Holding
403,1,1,Holding
404,0,0,Holding
405,0,1,Holding
406,1,1,Holding
