,Date,Open,High,Low,Close,Predicted_results,action,Sell_Signal_Profit,Sell_Signal_Return,Cumulative_Profit,Unrealized_profit,Unrealized_profit_plus_Cumulative_Profit,Holding_Period,Cumulative_Return,Unrealized_Return,Unrealized_profit_plus_Cumulative_Profit_Return,Cum_portfolio,Unreal_Cum_portfolio
0,2022-01-04,1041.069946,1041.290039,1025.22998,1031.660034,1,Buy,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1031.660034,1031.660034
1,2022-01-05,1029.119995,1029.119995,1007.840027,1009.619995,0,Holding,0.0,0.0,0.0,-22.04003899999998,-22.04003899999998,1,0.0,-2.1363664650791327,-2.1363664650791327,1031.660034,1009.619995
2,2022-01-06,993.599976,1003.01001,979.830017,980.299988,0,sell,-45.48004100000003,-4.408432962519902,0.0,-51.36004600000001,-51.36004600000001,0,0.0,-4.978388646196215,-4.978388646196215,1031.660034,980.299988
3,2022-01-07,986.179993,997.02002,986.179993,995.159973,1,Buy,0.0,0.0,-45.48004100000003,0.0,-45.48004100000003,0,-4.408432962519902,0.0,-4.408432962519902,986.179993,986.179993
4,2022-01-10,992.48999,992.48999,976.409973,980.380005,0,Holding,0.0,0.0,-45.48004100000003,-14.779968000000054,-60.26000900000008,1,-4.408432962519902,-1.4326393882580173,-5.841072350777919,986.179993,971.4000249999999
5,2022-01-11,982.440002,985.130005,962.909973,969.919983,0,sell,-16.469970999999987,-1.6550073804063647,-45.48004100000003,-25.239990000000034,-70.72003100000006,0,-4.408432962519902,-2.4465414155997083,-6.854974378119611,986.179993,960.9400029999999
6,2022-01-12,978.690002,991.710022,978.690002,991.330017,1,Buy,0.0,0.0,-61.950012000000015,0.0,-61.950012000000015,0,-6.004886295711637,0.0,-6.004886295711637,969.710022,969.710022
7,2022-01-13,994.549988,994.549988,981.309998,983.25,1,Holding,0.0,0.0,-61.950012000000015,-8.080016999999998,-70.03002900000001,1,-6.004886295711637,-0.7832053907014099,-6.788091686413048,969.710022,961.630005
8,2022-01-14,971.109985,977.690002,967.190002,971.390015,0,Holding,0.0,0.0,-61.950012000000015,-19.94000200000005,-81.89001400000006,2,-6.004886295711637,-1.9328074504047377,-7.937693746116374,969.710022,949.7700199999999
9,2022-01-17,971.809998,971.809998,954.820007,957.900024,0,sell,-31.350037000000043,-3.162421843623045,-61.950012000000015,-33.42999299999997,-95.38000499999998,0,-6.004886295711637,-3.240407876457485,-9.245294172169121,969.710022,936.280029
10,2022-01-18,959.97998,969.169983,942.109985,943.940002,0,No action,0.0,0.0,-93.30004900000006,0.0,-93.30004900000006,0,-9.043681632044308,0.0,-9.043681632044308,938.3599849999999,938.3599849999999
11,2022-01-19,935.059998,944.809998,929.150024,933.900024,0,No action,0.0,0.0,-93.30004900000006,0.0,-93.30004900000006,0,-9.043681632044308,0.0,-9.043681632044308,938.3599849999999,938.3599849999999
12,2022-01-20,934.0,958.700012,933.969971,958.700012,0,No action,0.0,0.0,-93.30004900000006,0.0,-93.30004900000006,0,-9.043681632044308,0.0,-9.043681632044308,938.3599849999999,938.3599849999999
13,2022-01-21,950.669983,958.380005,937.47998,942.849976,0,No action,0.0,0.0,-93.30004900000006,0.0,-93.30004900000006,0,-9.043681632044308,0.0,-9.043681632044308,938.3599849999999,938.3599849999999
14,2022-01-24,915.400024,915.400024,915.400024,915.400024,0,No action,0.0,0.0,-93.30004900000006,0.0,-93.30004900000006,0,-9.043681632044308,0.0,-9.043681632044308,938.3599849999999,938.3599849999999
15,2022-01-25,920.950012,923.070007,883.169983,889.440002,1,Buy,0.0,0.0,-93.30004900000006,0.0,-93.30004900000006,0,-9.043681632044308,0.0,-9.043681632044308,938.3599849999999,938.3599849999999
16,2022-01-26,892.01001,900.380005,881.679993,882.090027,1,Holding,0.0,0.0,-93.30004900000006,-7.349975000000086,-100.65002400000014,1,-9.043681632044308,-0.7124415754967673,-9.756123207541075,938.3599849999999,931.0100099999999
17,2022-01-27,884.22998,885.0,847.340027,849.22998,0,Holding,0.0,0.0,-93.30004900000006,-40.210022000000095,-133.51007100000015,2,-9.043681632044308,-3.897603927147971,-12.941285559192279,938.3599849999999,898.1499629999998
18,2022-01-28,852.570007,872.869995,835.549988,872.869995,0,sell,-1.59002600000008,-0.1787670890026014,-93.30004900000006,-16.570007000000032,-109.87005600000009,0,-9.043681632044308,-1.606149938342967,-10.649831570387274,938.3599849999999,921.7899779999999
19,2022-02-03,887.849976,898.369995,887.02002,891.599976,1,Buy,0.0,0.0,-94.89007500000014,0.0,-94.89007500000014,0,-9.197804690765034,0.0,-9.197804690765034,936.7699589999999,936.7699589999999
20,2022-02-04,888.51001,902.869995,886.929993,902.869995,0,Holding,0.0,0.0,-94.89007500000014,11.270019000000048,-83.62005600000009,1,-9.197804690765034,1.092415973147996,-8.105388717617037,936.7699589999999,948.0399779999999
21,2022-02-07,905.960022,905.960022,893.909973,899.400024,0,sell,9.100036000000046,1.0206411221348042,-94.89007500000014,7.800048000000061,-87.09002700000008,0,-9.197804690765034,0.7560676718043786,-8.441737018960655,936.7699589999999,944.5700069999999
22,2022-02-08,900.700012,907.23999,887.539978,895.27002,0,No action,0.0,0.0,-85.79003900000009,0.0,-85.79003900000009,0,-8.31572767894972,0.0,-8.31572767894972,945.8699949999999,945.8699949999999
23,2022-02-09,904.070007,910.530029,900.859985,910.530029,0,No action,0.0,0.0,-85.79003900000009,0.0,-85.79003900000009,0,-8.31572767894972,0.0,-8.31572767894972,945.8699949999999,945.8699949999999
24,2022-02-10,914.650024,914.919983,893.210022,895.679993,0,No action,0.0,0.0,-85.79003900000009,0.0,-85.79003900000009,0,-8.31572767894972,0.0,-8.31572767894972,945.8699949999999,945.8699949999999
25,2022-02-11,885.309998,889.419983,877.280029,877.419983,0,No action,0.0,0.0,-85.79003900000009,0.0,-85.79003900000009,0,-8.31572767894972,0.0,-8.31572767894972,945.8699949999999,945.8699949999999
26,2022-02-14,864.48999,867.23999,850.280029,852.789978,0,No action,0.0,0.0,-85.79003900000009,0.0,-85.79003900000009,0,-8.31572767894972,0.0,-8.31572767894972,945.8699949999999,945.8699949999999
27,2022-02-15,855.619995,860.400024,837.830017,839.919983,0,No action,0.0,0.0,-85.79003900000009,0.0,-85.79003900000009,0,-8.31572767894972,0.0,-8.31572767894972,945.8699949999999,945.8699949999999
28,2022-02-16,857.539978,878.150024,857.539978,878.150024,0,No action,0.0,0.0,-85.79003900000009,0.0,-85.79003900000009,0,-8.31572767894972,0.0,-8.31572767894972,945.8699949999999,945.8699949999999
29,2022-02-17,879.119995,890.780029,858.780029,874.219971,0,No action,0.0,0.0,-85.79003900000009,0.0,-85.79003900000009,0,-8.31572767894972,0.0,-8.31572767894972,945.8699949999999,945.8699949999999
30,2022-02-18,862.190002,882.01001,860.809998,881.710022,0,No action,0.0,0.0,-85.79003900000009,0.0,-85.79003900000009,0,-8.31572767894972,0.0,-8.31572767894972,945.8699949999999,945.8699949999999
31,2022-02-21,871.22998,884.26001,865.580017,884.25,0,No action,0.0,0.0,-85.79003900000009,0.0,-85.79003900000009,0,-8.31572767894972,0.0,-8.31572767894972,945.8699949999999,945.8699949999999
32,2022-02-22,869.080017,878.330017,865.22998,868.109985,0,No action,0.0,0.0,-85.79003900000009,0.0,-85.79003900000009,0,-8.31572767894972,0.0,-8.31572767894972,945.8699949999999,945.8699949999999
33,2022-02-23,873.320007,879.97998,870.25,877.330017,0,No action,0.0,0.0,-85.79003900000009,0.0,-85.79003900000009,0,-8.31572767894972,0.0,-8.31572767894972,945.8699949999999,945.8699949999999
34,2022-02-24,869.23999,870.580017,847.859985,848.210022,1,Buy,0.0,0.0,-85.79003900000009,0.0,-85.79003900000009,0,-8.31572767894972,0.0,-8.31572767894972,945.8699949999999,945.8699949999999
35,2022-02-25,864.719971,872.97998,863.469971,872.97998,1,Holding,0.0,0.0,-85.79003900000009,24.769957999999974,-61.02008100000012,1,-8.31572767894972,2.4009806703435768,-5.914747008606143,945.8699949999999,970.6399529999999
36,2022-02-28,870.27002,881.070007,868.909973,881.070007,1,Holding,0.0,0.0,-85.79003900000009,32.85998500000005,-52.93005400000004,2,-8.31572767894972,3.1851563419195177,-5.130571337030203,945.8699949999999,978.72998
37,2022-03-02,880.619995,896.799988,879.030029,895.450012,1,Holding,0.0,0.0,-85.79003900000009,47.239990000000034,-38.55004900000006,3,-8.31572767894972,4.579026854111907,-3.736700824837812,945.8699949999999,993.1099849999999
38,2022-03-03,901.280029,912.349976,899.849976,912.320007,0,Holding,0.0,0.0,-85.79003900000009,64.10998500000005,-21.68005400000004,4,-8.31572767894972,6.2142549761698005,-2.1014727027799203,945.8699949999999,1009.97998
39,2022-03-04,908.469971,909.23999,896.840027,900.960022,0,sell,41.739990000000034,4.920949872954936,-85.79003900000009,52.75,-33.04003900000009,0,-8.31572767894972,5.113118494614477,-3.202609184335243,945.8699949999999,998.6199949999999
