,precision,recall,f1-score,support
0,0.4672897196261682,0.3021148036253776,0.36697247706422015,331.0
1,0.5738007380073801,0.731764705882353,0.6432264736297829,425.0
accuracy,0.5436507936507936,0.5436507936507936,0.5436507936507936,0.5436507936507936
macro avg,0.5205452288167741,0.5169397547538653,0.5050994753470015,756.0
weighted avg,0.527166945567987,0.5436507936507936,0.522273996297506,756.0
