,precision,recall,f1-score,support
0,0.44642857142857145,0.1510574018126888,0.2257336343115124,331.0
1,0.5636645962732919,0.8541176470588235,0.6791393826005613,425.0
accuracy,0.5462962962962963,0.5462962962962963,0.5462962962962963,0.5462962962962963
macro avg,0.5050465838509317,0.5025875244357562,0.45243650845603683,756.0
weighted avg,0.5123350668769924,0.5462962962962963,0.48062443196077925,756.0
