,precision,recall,f1-score,support
0,0.4972677595628415,0.5368731563421829,0.5163120567375885,339.0
1,0.5802139037433155,0.5411471321695761,0.5599999999999999,401.0
accuracy,0.5391891891891892,0.5391891891891892,0.5391891891891892,0.5391891891891892
macro avg,0.5387408316530785,0.5390101442558795,0.5381560283687943,740.0
weighted avg,0.5422156025579362,0.5391891891891892,0.5399861989649223,740.0
