,precision,recall,f1-score,support
0,0.5,0.48307692307692307,0.49139280125195617,325.0
1,0.6056338028169014,0.6216867469879518,0.6135552913198573,415.0
accuracy,0.5608108108108109,0.5608108108108109,0.5608108108108109,0.5608108108108109
macro avg,0.5528169014084507,0.5523818350324374,0.5524740462859068,740.0
weighted avg,0.5592405786067758,0.5608108108108109,0.5599028463576035,740.0
