,precision,recall,f1-score,support
0,0.4418604651162791,0.24203821656050956,0.3127572016460905,314.0
1,0.5924657534246576,0.7828054298642534,0.6744639376218324,442.0
accuracy,0.5582010582010583,0.5582010582010583,0.5582010582010583,0.5582010582010583
macro avg,0.5171631092704683,0.5124218232123815,0.49361056963396144,756.0
weighted avg,0.5299127633071564,0.5582010582010583,0.5242312456954,756.0
