,precision,recall,f1-score,support
0,0.42657342657342656,0.3885350318471338,0.4066666666666667,314.0
1,0.5914893617021276,0.6289592760180995,0.6096491228070176,442.0
accuracy,0.5291005291005291,0.5291005291005291,0.5291005291005291,0.5291005291005291
macro avg,0.5090313941377771,0.5087471539326167,0.5081578947368421,756.0
weighted avg,0.5229925315031698,0.5291005291005291,0.5253415947275596,756.0
