,precision,recall,f1-score,support
0,0.39461883408071746,0.2802547770700637,0.32774674115456237,314.0
1,0.575984990619137,0.6945701357466063,0.6297435897435898,442.0
accuracy,0.5224867724867724,0.5224867724867724,0.5224867724867724,0.5224867724867724
macro avg,0.48530191234992726,0.48741245640833497,0.4787451654490761,756.0
weighted avg,0.5006556610515924,0.5224867724867724,0.5043110362290996,756.0
