,precision,recall,f1-score,support
0,0.450920245398773,0.4523076923076923,0.45161290322580644,325.0
1,0.5700483091787439,0.5686746987951807,0.5693606755126659,415.0
accuracy,0.5175675675675676,0.5175675675675676,0.5175675675675676,0.5175675675675676
macro avg,0.5104842772887584,0.5104911955514365,0.5104867893692362,740.0
weighted avg,0.5177285514375405,0.5175675675675676,0.5176471268731668,740.0
