,precision,recall,f1-score,support
0,0.370253164556962,0.37261146496815284,0.37142857142857133,314.0
1,0.5522727272727272,0.5497737556561086,0.5510204081632653,442.0
accuracy,0.47619047619047616,0.47619047619047616,0.47619047619047616,0.47619047619047616
macro avg,0.4612629459148446,0.46119261031213077,0.4612244897959183,756.0
weighted avg,0.47667200942517396,0.47619047619047616,0.47642803153007224,756.0
