,precision,recall,f1-score,support
0,0.4831804281345566,0.48615384615384616,0.48466257668711654,325.0
1,0.5956416464891041,0.5927710843373494,0.5942028985507246,415.0
accuracy,0.5459459459459459,0.5459459459459459,0.5459459459459459,0.5459459459459459
macro avg,0.5394110373118304,0.5394624652455977,0.5394327376189205,740.0
weighted avg,0.546249895184742,0.5459459459459459,0.5460939734079238,740.0
