,precision,recall,f1-score,support
0,0.4732142857142857,0.6253687315634219,0.5387547649301143,339.0
1,0.565068493150685,0.4114713216957606,0.4761904761904762,401.0
accuracy,0.5094594594594595,0.5094594594594595,0.5094594594594595,0.5094594594594595
macro avg,0.5191413894324853,0.5184200266295913,0.5074726205602953,740.0
weighted avg,0.5229893359602265,0.5094594594594595,0.5048516841401213,740.0
