,precision,recall,f1-score,support
0,0.4817708333333333,0.5457227138643068,0.5117565698478562,339.0
1,0.5674157303370787,0.5037406483790524,0.5336856010568033,401.0
accuracy,0.522972972972973,0.522972972972973,0.522972972972973,0.522972972972973
macro avg,0.524593281835206,0.5247316811216796,0.5227210854523298,740.0
weighted avg,0.5281811086015792,0.522972972972973,0.5236397340570289,740.0
