,precision,recall,f1-score,support
0,0.4409448818897638,0.1691842900302115,0.2445414847161572,331.0
1,0.5627980922098569,0.8329411764705882,0.6717267552182163,425.0
accuracy,0.5423280423280423,0.5423280423280423,0.5423280423280423,0.5423280423280423
macro avg,0.5018714870498103,0.5010627332503998,0.4581341199671868,756.0
weighted avg,0.509447017321033,0.5423280423280423,0.4846919344031614,756.0
