,precision,recall,f1-score,support
0,0.45925925925925926,0.5486725663716814,0.5,339.0
1,0.5432835820895522,0.4538653366583541,0.49456521739130427,401.0
accuracy,0.4972972972972973,0.4972972972972973,0.4972972972972973,0.4972972972972973
macro avg,0.5012714206744058,0.5012689515150177,0.4972826086956521,740.0
weighted avg,0.5047913585227017,0.4972972972972973,0.4970549353701527,740.0
