,precision,recall,f1-score,support
0,0.4346590909090909,0.4707692307692308,0.45199409158050224,325.0
1,0.5567010309278351,0.5204819277108433,0.5379825653798257,415.0
accuracy,0.49864864864864866,0.49864864864864866,0.49864864864864866,0.49864864864864866
macro avg,0.49568006091846295,0.49562557924003703,0.49498832848016394,740.0
weighted avg,0.5031015302439271,0.49864864864864866,0.500217357292285,740.0
