,precision,recall,f1-score,support
0,0.41388888888888886,0.4584615384615385,0.435036496350365,325.0
1,0.5368421052631579,0.491566265060241,0.5132075471698113,415.0
accuracy,0.47702702702702704,0.47702702702702704,0.47702702702702704,0.47702702702702704
macro avg,0.4753654970760234,0.47501390176088976,0.47412202176008816,740.0
weighted avg,0.4828423818555398,0.47702702702702704,0.47887566674235177,740.0
