,precision,recall,f1-score,support
0,0.516260162601626,0.3895705521472393,0.444055944055944,326.0
1,0.597165991902834,0.7125603864734299,0.6497797356828193,414.0
accuracy,0.5702702702702702,0.5702702702702702,0.5702702702702702,0.5702702702702702
macro avg,0.55671307725223,0.5510654693103346,0.5469178398693817,740.0
weighted avg,0.561523694129599,0.5702702702702702,0.5591500653174661,740.0
