,precision,recall,f1-score,support
0,0.4696132596685083,0.275974025974026,0.34764826175869123,308.0
1,0.6010733452593918,0.7777777777777778,0.6781029263370333,432.0
accuracy,0.5689189189189189,0.5689189189189189,0.5689189189189189,0.5689189189189189
macro avg,0.53534330246395,0.5268759018759019,0.5128755940478622,740.0
weighted avg,0.5463575258512944,0.5689189189189189,0.5405623362152369,740.0
