,precision,recall,f1-score,support
0,0.4175531914893617,0.4815950920245399,0.44729344729344733,326.0
1,0.5357142857142857,0.47101449275362317,0.5012853470437018,414.0
accuracy,0.4756756756756757,0.4756756756756757,0.4756756756756757,0.4756756756756757
macro avg,0.4766337386018237,0.4763047923890815,0.47428939716857454,740.0
weighted avg,0.483659533393576,0.4756756756756757,0.477499726342914,740.0
