,precision,recall,f1-score,support
0,0.5141509433962265,0.3343558282208589,0.40520446096654283,326.0
1,0.5890151515151515,0.751207729468599,0.6602972399150743,414.0
accuracy,0.5675675675675675,0.5675675675675675,0.5675675675675675,0.5675675675675675
macro avg,0.551583047455689,0.542781778844729,0.5327508504408085,740.0
weighted avg,0.5560344328033008,0.5675675675675675,0.5479185291890996,740.0
