,precision,recall,f1-score,support
0,0.5113636363636364,0.4153846153846154,0.4584040747028863,325.0
1,0.6008403361344538,0.689156626506024,0.6419753086419752,415.0
accuracy,0.5689189189189189,0.5689189189189189,0.5689189189189189,0.5689189189189189
macro avg,0.556101986249045,0.5522706209453198,0.5501896916724307,740.0
weighted avg,0.561543136910784,0.5689189189189189,0.5613528072498079,740.0
