,Date,Open,High,Low,Close,Predicted_results_120,action_120,Sell_Signal_Profit,Sell_Signal_Return,Cumulative_Profit
0,2022-01-03,15732.5,15832.799805,15644.089844,15832.799805,1,Buy,0.0,0.0,0.0
1,2022-01-04,15852.139648,15852.139648,15512.410156,15622.719727,1,Holding,0.0,0.0,0.0
2,2022-01-05,15547.160156,15586.299805,15095.179688,15100.169922,0,Holding,0.0,0.0,0.0
3,2022-01-06,15024.150391,15198.450195,14914.870117,15080.860352,0,sell,-737.0800780000009,-4.655399468685449,-737.0800780000009
4,2022-01-07,15095.719727,15171.019531,14877.629883,14935.900391,0,No action,0.0,0.0,-737.0800780000009
5,2022-01-10,14751.780273,14953.849609,14530.230469,14942.830078,0,No action,0.0,0.0,-737.0800780000009
6,2022-01-11,14919.259766,15158.709961,14837.629883,15153.450195,0,No action,0.0,0.0,-737.0800780000009
7,2022-01-12,15263.099609,15319.030273,15117.290039,15188.389648,0,No action,0.0,0.0,-737.0800780000009
8,2022-01-13,15245.040039,15259.709961,14782.240234,14806.80957,0,No action,0.0,0.0,-737.0800780000009
9,2022-01-14,14708.019531,14897.679688,14689.429688,14893.75,0,No action,0.0,0.0,-737.0800780000009
10,2022-01-18,14681.830078,14740.540039,14482.94043,14506.900391,1,Buy,0.0,0.0,-737.0800780000009
11,2022-01-19,14582.219727,14658.889648,14331.650391,14340.259766,0,Holding,0.0,0.0,-737.0800780000009
12,2022-01-20,14462.849609,14642.030273,14140.780273,14154.019531,1,Holding,0.0,0.0,-737.0800780000009
13,2022-01-21,14046.219727,14171.719727,13764.240234,13768.919922,1,Holding,0.0,0.0,-737.0800780000009
14,2022-01-24,13481.5,13876.610352,13094.650391,13855.129883,1,Holding,0.0,0.0,-737.0800780000009
15,2022-01-25,13610.870117,13781.620117,13414.139648,13539.290039,1,Holding,0.0,0.0,-737.0800780000009
16,2022-01-26,13871.769531,14002.650391,13392.19043,13542.120117,1,Holding,0.0,0.0,-737.0800780000009
17,2022-01-27,13710.990234,13765.910156,13322.660156,13352.780273,1,Holding,0.0,0.0,-737.0800780000009
18,2022-01-28,13436.709961,13771.910156,13236.55957,13770.570313,1,Holding,0.0,0.0,-737.0800780000009
19,2022-01-31,13812.19043,14242.900391,13767.709961,14239.879883,0,Holding,0.0,0.0,-737.0800780000009
20,2022-02-01,14277.429688,14358.69043,14070.769531,14346.0,0,sell,-12.430663999999524,-0.08568793929068018,-749.5107420000004
21,2022-02-02,14494.469727,14504.820313,14264.650391,14417.549805,0,No action,0.0,0.0,-749.5107420000004
