,Date,Open,High,Low,Close,Predicted_results_20,action_20,Sell_Signal_Profit,Sell_Signal_Return,Cumulative_Profit
0,2020-01-02,2201.209961,2202.320068,2171.840088,2175.169922,0,No action,0.0,0.0,0.0
1,2020-01-03,2192.580078,2203.379883,2165.389893,2176.459961,0,No action,0.0,0.0,0.0
2,2020-01-06,2154.969971,2164.419922,2149.949951,2155.070068,0,No action,0.0,0.0,0.0
3,2020-01-07,2166.600098,2181.620117,2164.27002,2175.540039,1,Buy,0.0,0.0,0.0
4,2020-01-08,2156.27002,2162.320068,2137.719971,2151.310059,1,Holding,0.0,0.0,0.0
5,2020-01-09,2182.199951,2186.449951,2172.159912,2186.449951,1,Holding,0.0,0.0,0.0
6,2020-01-10,2189.47998,2206.919922,2188.100098,2206.389893,1,Holding,0.0,0.0,0.0
7,2020-01-13,2204.48999,2230.429932,2204.48999,2229.26001,1,Holding,0.0,0.0,0.0
8,2020-01-14,2243.060059,2250.790039,2232.939941,2238.879883,1,Holding,0.0,0.0,0.0
9,2020-01-15,2229.800049,2238.209961,2223.389893,2230.97998,1,Holding,0.0,0.0,0.0
10,2020-01-16,2231.929932,2249.090088,2225.409912,2248.050049,1,Holding,0.0,0.0,0.0
11,2020-01-17,2261.570068,2268.709961,2245.580078,2250.570068,1,Holding,0.0,0.0,0.0
12,2020-01-20,2261.399902,2277.22998,2258.090088,2262.639893,1,Holding,0.0,0.0,0.0
13,2020-01-21,2259.810059,2266.310059,2238.25,2239.689941,1,Holding,0.0,0.0,0.0
14,2020-01-22,2238.530029,2269.27002,2235.129883,2267.25,1,Holding,0.0,0.0,0.0
15,2020-01-23,2254.540039,2260.629883,2241.939941,2246.129883,1,Holding,0.0,0.0,0.0
16,2020-01-28,2192.219971,2199.929932,2166.22998,2176.719971,1,Holding,0.0,0.0,0.0
17,2020-01-29,2188.179932,2195.449951,2172.330078,2185.280029,1,Holding,0.0,0.0,0.0
18,2020-01-30,2181.540039,2187.449951,2139.719971,2148.0,1,Holding,0.0,0.0,0.0
19,2020-01-31,2160.600098,2167.22998,2119.01001,2119.01001,1,Holding,0.0,0.0,0.0
20,2020-02-03,2086.610107,2126.72998,2082.73999,2118.879883,1,Holding,0.0,0.0,0.0
21,2020-02-04,2121.219971,2162.320068,2120.530029,2157.899902,1,Holding,0.0,0.0,0.0
22,2020-02-05,2177.26001,2181.52002,2154.879883,2165.629883,1,Holding,0.0,0.0,0.0
23,2020-02-06,2184.77002,2229.98999,2182.25,2227.939941,1,Holding,0.0,0.0,0.0
24,2020-02-07,2221.48999,2223.919922,2198.139893,2211.949951,1,Holding,0.0,0.0,0.0
25,2020-02-10,2185.629883,2203.389893,2180.51001,2201.070068,1,Holding,0.0,0.0,0.0
26,2020-02-11,2213.5,2233.320068,2211.25,2223.120117,1,Holding,0.0,0.0,0.0
27,2020-02-12,2225.949951,2242.23999,2214.77002,2238.379883,1,Holding,0.0,0.0,0.0
